coin_id,avg_volume,date,volume,previous_volume,volume_change_percentage,spike_ratio
usd-coin,9033834414.854866,2025-01-08,12438562225.061575,7099284353.82481,75.20867745437153,1.3768862316767856
usd-coin,9033834414.854866,2025-01-08,12173283759.206942,7751970499.390759,57.03470182405442,1.3475212407247241
usd-coin,9033834414.854866,2025-01-09,11660759032.778334,7114377564.589808,63.90413535004246,1.2907873331842192
usd-coin,9033834414.854866,2025-01-09,11444173572.85076,6743575418.09517,69.70483554083759,1.2668124129032552
usd-coin,9033834414.854866,2025-01-09,10949786081.996256,7096814199.702274,54.29157046912151,1.2120862060512065
usd-coin,9033834414.854866,2025-01-09,10943852635.99512,7101033284.291193,54.116340507866056,1.2114294034435142
usd-coin,9033834414.854866,2025-01-10,12395274133.127235,6490354930.071669,90.97991198749993,1.3720944577802927
usd-coin,9033834414.854866,2025-01-10,10502593738.050625,5172188368.399355,103.05899534167351,1.1625842644160702
usd-coin,9033834414.854866,2025-01-10,11491697892.110888,7447965798.923056,54.293107706973345,1.2720731158426384
usd-coin,9033834414.854866,2025-01-11,8886644444.443953,5813923050.290169,52.851084673376036,0.9837068111223203
usd-coin,9033834414.854866,2025-01-11,9423832992.537739,5630166506.286604,67.38107091531226,1.0431708795814958
usd-coin,9033834414.854866,2025-01-11,5728351339.109765,3252230590.2695913,76.1360758443305,0.6340996609026063
usd-coin,9033834414.854866,2025-01-12,4172231463.980791,2542799425.137244,64.08024253645567,0.4618450230967423
usd-coin,9033834414.854866,2025-01-12,3876583385.904162,2097572224.6170533,84.81286796271803,0.42911826893015304
usd-coin,9033834414.854866,2025-01-12,3581740927.1417327,2234217555.5378494,60.312988243416164,0.3964806927667464
usd-coin,9033834414.854866,2025-01-13,3606093719.9212775,2276823141.0173464,58.38268923733694,0.39917642435326967
usd-coin,9033834414.854866,2025-01-13,5554832126.6305065,2572773823.789415,115.90829614586352,0.6148919574501354
usd-coin,9033834414.854866,2025-01-13,8280544132.628446,5207458892.255366,59.01314449055817,0.9166145572706379
usd-coin,9033834414.854866,2025-01-13,12978060601.602077,7255573497.054944,78.87022448149558,1.4366059865190233
usd-coin,9033834414.854866,2025-01-14,12469704002.505402,7193874769.759007,73.33779641153154,1.3803334696948544
usd-coin,9033834414.854866,2025-01-15,5585640870.194159,3451547619.4759464,61.830039332971296,0.6183023302939182
usd-coin,9033834414.854866,2025-01-15,9510118700.101875,4973358893.754207,91.22124309277496,1.0527222731096142
usd-coin,9033834414.854866,2025-01-15,8611107715.780523,5469725378.855164,57.432176559892746,0.953206282109928
usd-coin,9033834414.854866,2025-01-15,9583503935.655571,5486430906.468041,74.67647180897556,1.0608456493177305
usd-coin,9033834414.854866,2025-01-16,10878657799.039738,5961262144.698304,82.48916982647305,1.2042126631357466
usd-coin,9033834414.854866,2025-01-16,11214482739.43667,7405417598.3554,51.436196412842264,1.2413867937402125
usd-coin,9033834414.854866,2025-01-16,11996592941.39054,6142967500.247308,95.28986505150112,1.3279624565249761
usd-coin,9033834414.854866,2025-01-16,11367593423.248152,6523973577.255387,74.24340072251577,1.258335375790788
